OBJECTID,FILE_NAME,ITEM_NAME,COMBINED_TITLE_KWS_CB,ACOUSTIC,AMBIENT,CLASSICAL,DANCEEDM,FUNK,HIPHOPRAP,HOLIDAY,JAZZ,POP,PRODUCTION,RBSOUL,ROCK,REGGAE,WORLD
10552476,010552476.wav,kryptonite fusion,"kso0103,kryptonite fusion,funk, rock, jazz, fusion, confident, energetic, driving, groovy, funky, motivational, intense, joyful, lively, dramatic, bright, big, cool, positive, powerful, sexy, uplifting, frantic, fast, happy, band, achievement, aggre ive, changing, moods, chaotic, unique, alternative, alternating, progre ive, inspirational, heavy, electric guitar, drums, ba  guitar, electric organ, synthesiser, 70s, 80s, 90s, 21st century, 2000s, racing, race, speed, rushing,an fast and funky jazz rock fusion featuring drums, ba , electric guitar, organ, synthesizer and bra  sounds  up tempo but punctuated by a couple of brief half time tempo changes",0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
93822887,093822887.wav,southern blues funk band in nightclub e min 87 bpm full length,"kca0700,southern blues funk band in nightclub e min 87 bpm full length,cool, soul, sexy, pa ion, love, romantic, straight, gay, husband, wife, making out, dancing, slow, easy, funk, funky, ki , naked, body, pleasure, contemplative, dreamy, elegant, erotic, ethereal, fun, groovy, hypnotic, joyful, intense, light, magical, mellow, pa ionate, peaceful, quiet, sensual, sultry, smooth, soothing, groove, romance, couple, relationship, man, woman, making love,cool soul sexy groove  suitable for concepts such as romance, couple, relationship, man, woman, making love, sexy, pa ion, love, romantic, straight, gay, husband, wife, making out, dancing, slow, easy, funk, funky, ki , naked, body, pleasure",0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
90363818,090363818.wav,bpm 100 djembe iansa 1,"kso0104,bpm 100 djembe iansa 1,percu ion, loops, percu ive, percu ion instrument, conga,percu ion loops to be used on music production",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31379519,031379519.wav,llama farm 1,,,,,,,,,,,,,,,
997969,000997969.wav,desire - 60 sec edit,"kso0102,desire   60 sec edit,minimal, piano, duet, romantic, sentimental, thoughtful, pensive, romance, longing, simple, sophistacted, elegant, soulful, tranquil, melancholic, pa ionate, reflective, strong, sad, slow motion, calm, confident, contemplative, dreamy, peaceful, optimistic, melancholy, meditative, inspirational, haunting, positive, quiet, repetitive, sincere, soothing, soft,a simple and enchanting piano duet   a haunting melody and sombre accompaniment, this melancholic and pa ionate track will bring your work alive",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44560084,044560084.wav,spectres - less melody,",spectres   le  melody,inspired by ncis, csi, crime, legal, dark, mysterious, suspenseful, tense, searching, intense, tension, strings, ba , synth, efx, dangerous, danger, slow tempo, perc,inspired by ncis, csi, crime, legal, dark, mysterious, suspenseful, tense, searching, intense, tension, strings, ba , synth, efx, dangerous, danger, slow tempo",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42717046,042717046.wav,snope,"kso0103,snope,breakbeat, happy, score music, trailer, movie score, cinema, film, film score, gaming, games, fun, video games, corporate, presentation, animation, lecture, background, brand, branding, logo, campaign, advertising, commercials, stingers, viral, adds, adverts, ambient, neutral, background music, lobby, elevator, shopping, in store, hotel, instrumental, non vocal, chill house, deep house, caf,  ,  , del, mar, disco house, cool music, fast speed, fast tempo,suitable for tv film, games, presentation, advertising, website app, in store dooh",0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
51675168,051675168.wav,keep it going (section 1 loop),"kso0103 kca0700,keep it going  section 1 loop,easygoing,pop,cheerful,dynamic,uplifting,discovery,wondrous,opening theme,infographic,broadcast,news,acoustic,ending,closing,credits,campaign,encourage,chirpy,positive,kids,children,fun,young,carefree,acoustic guitar,piano,ba  guitar,hand clap,finger snap,hopeful,reflective,relaxed,motivational,bright,bouncy,casual,every day,cheerful happy,determined,optimistic,joyful,travel,happy,the sun will always shine again",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
32172126,032172126.wav,"love is great (romantic guitar, strings, pad)","kso0102 kso0104,love is great  romantic guitar  strings  pad,romantic,inspirational,motivational,hypnotic,hopeful,joyful,intense,lively,magical,optimistic,ominous,dramatic,dreamy,driving,chaotic,cheerful happy,futuristic,happy,erotic,sentimental,sensual,sexy,sincere,beautiful and cheerful track, perfect for tv, movies, games and other videos  also may be used as a loop",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87662576,087662576.wav,mud slingin (loop 06),"kso0103 kca0700,mud slingin  loop 06,banjo, easy, happy, western, west, out west, mid west, midwest, southern, casual, get along, woods, damp, snakes, dogs, fun, funny, friendly, personable, sociable, approachable, outgoing, good natured, cordial, agreeable, hokey, corny, cornball, cheeky, raw, unedited, oddball, lazy eyed, coaxing, camping, drifting, hair brained, light hearted, unpolished, imperfect, flawed, shoddy, rough, unrefined, redneck, rednecks, americana, america, american, comedy,catchy and quirky, this bluegra  inspired track conveys friendline , southern charm and sparse rawne   the simple arrangement consists of a single banjo performance backed up by a kick drum  great for comedy and rural themed shows  banjo   down home   upbeat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
33824048,033824048.wav,optimistic positive lively funny sunny happy reggae guitar solo organ percutions,"kso0102,optimistic positive lively funny sunny happy reggae guitar solo organ percutions,amusement, beach, beautiful, bright, carefree, carele , caribbean, cheerful happy, commercial, easy, fun, funny, game, groovy, happy, holiday, hopeful, hot, hotel, instrumental reggae, jamming, joy, joyful, latino, laugh, laughing, optimistic, playful, positive, rasta, reggae, relaxed, sea, searching, sensual, soft, summer holiday, sun, sunny, sunshine, sweet, traffic, trailer, travel, trip, tropical, vacation, video game, web project, websites,positive sunny happy reggae holiday  r na happy and uplifting summer reggae with guitars,organ, drums and percutions  a great instrumental for featuring tropical vacations,holiday , event intros, credit roll ups , videos, web projects, films, commercials and movie trailers",0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,6.0,4.0
62410597,062410597.wav,rhythms of drums,"kso0102,rhythms of drums,aggre ive,big,bouncy,chaotic,determined,dramatic,driving,energetic,epic,frantic,groovy,hard,powerful,pompous,poignant,playful,patriotic,pa ionate,optimistic,mechanical,lively,intense,motivational,industrial,heavy,repetitive,tension,uplifting,an epic percu ion track with rising and intensifying rhythms and layers closing with an uplifting and climatic end",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86413530,086413530.wav,one thousand,"kso0104,one thousand,horror, horror music, thriller, thriller music, dark, eerie, evil, video game, ominous, mystical, tension, suspense, scary, anxious, angry, foreboding, nerve, misery, demon, hell, darkne , computer game, action thriller, unnerving, supernatural, panic, fright, dread, cue, crawly, apprehension, alarming, ambient, creepy, ghost, killing, murder, psycho, psychotic, spooky, killer, vengeful, halloween, alien, zombie, terrible, fear, fearful, danger, mystic,mystic and thriller music  mystery",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
76219416,076219416.wav,the expanse,",the expanse,ambient, space, cosmos, universe, solar system, planet, planets, star, stars, quasar, galaxy, galaxies, moon, radio, radiowaves, expansive, void, inifite, infinity, science, fiction, big, calm, contemplative, dreamy, futuristic, high tech, inspirational, hypnotic, magical, mystical, mellow, meditative, optimistic, peaceful, quiet, uplifting, tranquil, soft, searching, nasa,travel through the cosmos and explore the wonders of the universe unfolding before your ears in the expanse",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
48262749,048262749.wav,remedy (60-secs version),"kso0103,remedy  60 secs version,adrenaline, alpine, basejumping, brawl, brawling, danger, destruction, destruction derby, destructive, determined, downhill, edge, energetic, exercise, extreme sports, fast rock, fight, fighting, for men, gut busters, gutbusters, hard rock, heavy metal, heavy rock, high energy, high impact, jack a , jacka , man, masculine, men, men   motors, men and motors, motor sports, nascar, power, power rock, powerful, punk, punky, racing, reckle , skiing, skydiving, solid, sport, sports, stunt, stunts, training,a fast, fun and reckle  track with both hard rock and punk rock influences  good for sports, extreme sports, racing   motor sports, reckle  stunts, action filled cuts, fast fun, etc",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0
77545393,077545393.wav,beethoven piano sonata no.5 movt 2 [4/5],"kso0102,beethoven piano sonata no 5 movt 2  4 5,beethoven,cla ical piano,cla ical piano music,ludwig van beethoven,piano music,piano sonata,sonata,ludwig van beethoven  piano sonata no  5 in c minor, op  10, no  1 ii  adagio molto, part 4 of 5 n ncomplete track   nwww pond5 com stock music 47746946 n nother parts  nwww pond5 com stock music 77545314 nwww pond5 com stock music 77545354 nwww pond5 com stock music 77545258 nwww pond5 com stock music 77545437",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49044118,049044118.wav,todays pop rock with slide guitar 20sec edit,"kso0102,todays pop rock with slide guitar 20sec edit,rock, aggre ive, background music, big, bright, british rock, busine , cheerful happy, cinematic, cla ic, confident, contemplative, corporate, dance, determined, dramatic, dreamy, driving, electric guitar, energetic, epic, fun, groovy, hard, heavy, hopeful, industrial, inspirational, instrumental, intense, motivational, pa ionate, pop, positive, powerful, proud, royalty free music, slide guitar, smooth, soothing, sound, southern, succe , suspense, tension, uplifting, urban, wholesome, idcore,20sec a cla ic upbeat pop rock track with slide guitar  powerful and happy inspiring motivating theme  this sound track is perfect for background music, corporate, or personal presentations, advertising film, radio, television, web casts  our royalty free stock production music is also ideal for youtube profit sharing program  full length version  item 47454543 prev  item   link http   www pond5 com video sound effects music after effects photos illustrations images 3d models 1 clipbin 725783 html new music  link  sample my new music just listed   link http   www pond5 com artist radiodirect 1 1tb0 popular music  link  sample some of my most popular music   link www pond5 com artist radiodirect 1 1tb1 music collections  link  sample my music collections   link www pond5 com stock video footage 1 artist 3aradiodirect html video backgrounds  link  check out my hd video backgrounds",0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0
61408097,061408097.wav,spanish acoustic (stinger 4),"kso0102,spanish acoustic  stinger 4,americana guitar,folk guitar,acoustic guitar,bouncy,bright,calm,cla ical guitar,contemplative,cool,discovery,dramatic,dreamy,driving,easy,ethereal,finger picked guitar,hypnotic,inspirational,joyful,light,meditative,melancholic,mellow,mexican,mystical,optimistic,peaceful,quiet,reflective,relaxed,repetitive,romantic,sensual,smooth,soft,soothing,spanish guitar,sweet,tension,tranquil,travel,uplifting, idcore,this up tempo, finger picked acoustic guitar piece has a spanish feel  the chorus section lifts with additional acoustic guitars, ba  and strings",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
64855073,064855073.wav,journey through the stars (short edit),"kso0101,journey through the stars  short edit,alien,aliens,ambient,atmosphere,backdrop,background,beautiful,bed,cinematic,deep,determined,documentary,electronic,ethereal,film msic,filmmusic,full,futuristic,galaxy,high tech,horror,hypnotic,magical,melancholy,peaceful,powerful,reflective,sci fi,science,science fiction,scifi,searching,soundscape,soundtrack,space,suspense,tense,tension,thriller,uneasy,video game,warm,wonder, idcore,a rhythmic ambient scifi track that features percu ion, instrumental samples, and synth tones that combined to make a full and powerful soundtrack or soundscape for science fiction, space, and other productions",0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
51707123,051707123.wav,the simple life - loop 4,"kct0110 kca0700 kso0102,the simple life   loop 4,acoustic guitar, advertisement, american authors, banjo, drums, electric guitar, family, feel good, folk, food, hand claps, happy, indie, life, folk rock revival, , mandolin, modern, folk rock, nature, one republic, organic, percu ion, pets, piano, pop, promo, raw, shaker, stomps, synth, synth ba , travel, youth, idcore,the simple life is a modern folk pop instrumental track that combines raw acoustic insturments with modern synth pop elements",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0
76971787,076971787.wav,weight of the world bed,"kso0102,weight of the world bed,drama,indie,orchestral,commercial,suspense,dynamic,overcome,champion,inspire,premium,positive,weighty,light,adult,underwater,graceful,impactful,heartfelt,hypnotic,worldly,busine ,investing,global,sophisticated,dawn,storytelling,travel,warm,bright,epic,grand,noble,ambient,ethnic,hybrid,uplifting,corporate,research,finance,earthy,celebration,victorious,enchanted,forceful,majestic,haunting,contemporary, idcore,powerful and majestic dramatic inspiring track with indie elements and big percu ion and orchestra  building and dropping through several levels and ending in a shining and triumphant finish",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
72362060,072362060.wav,happy flute hip hop pop (loop 4),"kca0700,happy flute hip hop pop  loop 4,100 bpm, background, background music, ba , big, bouncy, bright, busine , calm, cheerful happy, children music, commercial, confident, cooking show, cool, corporate, documentary, drums, easy, energetic, every day, festive, flute, fun, funny, groovy, happy, high tech, hip hop, hopeful, inspirational, joyful, kids music, light, lively, motivational, optimistic, organ, peaceful, piano, playful, pop, positive, sentimental, serene, sweet, travel, uplifting, wholesome, fab claxton, idcore,a fun and bouncy hip hop pop song with groovy drums, melodic ba , choppy piano and organ, and the sweetest flute riff imaginable  perfect for kids  shows, comedy, cooking shows, and commercials",0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0
90463961,090463961.wav,roadhouse blues 110 bpm loop 2,"kca0700,roadhouse blues 110 bpm loop 2,blues, bluesy, rhythm and blues, r b, rock, rock and roll, deep south, delta, chicago, band, group, music, roots, americana, groove, african, 12 bar, tradition, traditional, african american, american, usa, heritage, folk, mi i ipi, southern, black, ethnic, website, score, scored, background music, film music, film score, tv score, underscore, instrumental, track, soundtrack, production, corporate, advertising, urban, cool, groovy, commerce, commercial, advertising music, commercial music,blues based underscore   soundtrack   backing instrumental track  roots   ethnic   americana   african american usa heritage music  suitable for media and content and concepts such as   blues, bluesy, rhythm and blues, r   b, rock, rock and roll, deep south, delta, chicago, band, group, music, roots, americana, groove, improvisation, improvised, 12 bar, tradition, traditional, african american, american, folk, mi i ipi, southern, black, ethnic, website, score, scored, production, commerce, commercial, advertising music, commercial music, background music, film music, film score, tv score, underscore, soundtrack, production, corporate, advertising",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,6.0,2.0,3.0,3.0
67893623,067893623.wav,"cyclops - energetic, happy, fun, electronic (minus bass background)","kct0115,cyclops   energetic  happy  fun  electronic  minus ba  background,128 bpm, edm, edm beat, edm dance, edm music, edm party, action, background music, ba , busine , comedy, corporate, french house, dance club, dance music, dance party, dance pop, drums, electro pop, electronic dance, energetic, festive, fun, game, groovy, happy, high tech, house music, house party, indie dance, indie electro, indie pop, inspirational, instrumental, instrumental music, joyful, keyboards, motivational, optimistic, playful, pop, pop dance, progre ive house, synth, synthesizer, upbeat, uplifting, video game, fab claxton, idcore,an upbeat, euphoric electronic dance pop song that combines nudisco and electro house  strong drums, deep pattern ba , and melodic synths  perfect for action, sports, comedy, and all upbeat scenes",0.0,0.0,0.0,22.0,3.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0
95638286,095638286.wav,dreamy background music - stinger dnb,",dreamy background music   stinger dnb,120 bpm, guitar, ba , groovy, happy, indie music, indie pop, indie rock, indie, inspirational, instrumental, motivational, playful, pop upbeat, pop, positive, reality tv, soundtrack, upbeat, uplifting, advertising, background music, background, bouncy, commercial, energetic, fab claxton, feel good music, feel good, fun, joyful, cheerful happy, confident, whimsical, childlike, children music, kids music, innocent, sweet, wholesome, curious, sentimental, sincere, peaceful, dreamy, dreamlike, relaxing, acoustic guitar, lighthearted, breezy,a whimsical, relaxing cue featuring acoustic guitars, melodic ba , and light percu ion  perfect for tv underscores, travel, documentary, and kids  productions",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,1.0
91245058,091245058.wav,inspired piano,"kso0102,inspired piano,beautiful, bride, cinematic, delicate, documentary, elegance, elegant, emotional, gorgeous, love song, magical, marriage, momentous, montage, piano, prece ional, pretty, romance, romantic, romantic piano, sentimental, solo piano, story, sweet, tender, tenderly, testimony, thoughtful, video, wedding,inspired piano is a beautiful and simple piano melody that gradually grows to become more sentimental over time, including pizzicato ba  and a soft, warm strings",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
92211481,092211481.wav,"get it done guitar and piano (corporate inspirational, background, presentation)","kso0102,get it done guitar and piano  corporate inspirational  background  presentation,piano, acoustic guitar, acoustic drums, positive energy, upbeat, happy, happine , excited, rock music, encouraging, cheery, cheerful, pleasant, jubilant, rock and roll, acoustic rock, corporate, sales, marketing, lifestyle, busine , positive, energetic, cheerful happy, lively, motivational,beat driven piano and guitar   perfect for product launch presentations, busine , sales and marketing projects, financial and legal presentations, church and worship videos, tv commercial advertisements, lifestyle, travel, medical, science, health care, pharmaceutical and technology branding and more  r nshow le ",3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0
12449199,012449199.wav,positive optimistic theme 1 (short loop version),"kso0102 kca0700,positive optimistic theme 1  short loop version,corporate, video, advertising, motivational, inspirational, presentation, slideshow, background, royalty free, busine , succe , happy, upbeat, commercial, dreamy, driving, energetic, optimistic, positive, bright, bouncy, cool, light, lively, uplifting, ba  guitar, acoustic guitar, electric guitar, drums, whistle, bells,positive and optimistic track in a good mood  featured instruments are whistle, bells and electric guitars  perfect for corporate videos or advertising",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0
